title,description,date,label
"Stocks, tariffs and pensions - your questions answered","Markets are reeling from US President Donald Trump's tariff announcements, but the American leader is standing by his decisions,defending his policiesand saying ""sometimes you have to take medicine to fix something"".",,0
Tariffs have shaken the markets - how worried should we be?,"The sharp fall in stock markets across the world shows no sign of letting up after the US imposition of sweeping and swingeing tariffs and many are asking does this qualify as a stock market ""crash"" and what that could mean for them?",,0
Musk labels Trump trade adviser 'moron' over Tesla comments,"Elon Musk has called President Donald Trump's trade adviser, Peter Navarro, a ""moron"" over comments he made about his electric vehicle firm, Tesla.",,0
A revolution is under way in India's trainer industry,"It's likely that you have not heard of Taiwan's Hong Fu Industrial Group, but look down on a busy street and you may well see its products.",,0
Who are the tariff 'PANICANS' derided as 'weak and stupid' by Trump?,"US President Donald Trump has urged Americans to trust in his sweeping tariffs, which have spooked markets and threaten to upend global trade, urging them: ""Don't be a PANICAN (A new party based on Weak and Stupid people!).""",,0
Wild market swings as tariffs rattle US economy,"Shares in the US stemmed their losses on Monday, as investors clung to hopes that US President Donald Trump would turn from tariffs to trade deals.",,0
BBC's AI correspondent explains why DeepSeek has caused shockwaves,"Chinese AI bot DeepSeek has disrupted the stock market, with US President Donald Trump calling its rise ""a wake-up call"" for the US tech industry.",,0
Watch: A real-life flying car takes to the skies,An aeronautical company in the US has released footage showing a concept version of its flying car performing a vertical take-off before flying over an SUV.,,0
"Clean energy's share of world's electricity reaches 40%, report says","More than 40 percent of the world's electricity was generated without burning fossil fuels in 2024, according toa new report from think-tank Ember.",,0
Pupils studying esports in Scottish Borders school,"Selkirk High School in the Scottish Borders has introduced an esports qualification, that seven pupils are planning to take.",,0
NewsNews,David Speirs initially dismissed evidence against him as a 'deepfake' but admitted later that he lied.,24-04-2025,0
Woman who tricked her way into men-only Magic Circle finally allowed in,A magician who tricked her way into the Magic Circle is finally being granted membership - 34 years after she was kicked out.,24-04-2025,0
Proms go dark: The Traitors and all-night concerts planned for 2025,"Organisers of the BBC Proms are encouraging fans to stay up all night, with a ""magical"" and ""intimate"" after-hours concert at the Royal Albert Hall.",24-04-2025,0
DR Congo and M23 rebels agree ceasefire deal in Qatar talks,"The Democratic Republic of Congo and Rwandan-backed M23 rebels have agreed to halt fighting in the east of the country until peace talks mediated by Qatar reach their ""conclusion"".",24-04-2025,0
Former S Korea president Moon Jae-in indicted for bribery,Prosecutors have indicted former South Korean President Moon Jae-in on charges of bribery related to his former son-in-law's job at an airline.,24-04-2025,0
"China tells Trump: If you want trade talks, cancel tariffs",China has called on the US to cancel its sweeping tariffs on Chinese goods entering the country as a sign that the President Donald Trump is serious about resolving the trade war between the two countries.,24-04-2025,0
Tanzania bans South Africa and Malawi imports as trade row escalates,A normally bustling border crossing between Tanzania and Malawi was noticeably quieter than usual on Thursday as a result of an escalating regional trade row.,24-04-2025,0
Fingerprints of city-sized icebergs found off UK coast,"Icebergs as large as cities, potentially tens of kilometres wide, once roved the coasts of the UK, according to scientists.",24-04-2025,0
Trump crypto soars as president offers dinner to top holders,The price of Donald Trump's cryptocurrency has soared after the US president promised to host two special events for its top investors.,24-04-2025,0
"How Canada party platforms compare on key issues, from the US relationship to housing","Canadians are set to vote on Monday in an election seen as one of the most consequential in years, as the country looks to its future amid a trade war with the US.",24-04-2025,0
Decision on next Pope 'in God's hands' says mourner,"Thousands of mourners continue to file through the iconic St Peter's Basilica, where the late Pope Francis is lying in state.",24-04-2025,0
"Student killed in French school stabbing attack, reports say","One student has been killed and at least three people were injured in stabbing at a privateschool in western France, French media say.",24-04-2025,0
India closes main border crossing with Pakistan after Kashmir attack,"India has announced measures targeting Pakistan, a day after26 people were killed by gunmen at a Himalayan tourist attraction in Indian-administered Kashmir.",24-04-2025,0
Abbas calls Hamas 'sons of dogs' and demands release of Gaza hostages,"Mahmoud Abbas has called Hamas ""sons of dogs"" in a fiery speech in which he demanded the group release the hostages it is still holding, disarm, and hand over control of Gaza in order to end the war with Israel.",24-04-2025,0
Pope mourners queue for 'chance to say goodbye',Crowds are continuing to gather to pay their respects to Pope Francis.,24-04-2025,0
Pakistan suspends visas for Indians after deadly Kashmir attack on tourists,Pakistan has responded with tit-for-tat measures against India as tensions soared following a militant attack in Indian-administered Kashmir that killed 26 tourists.,24-04-2025,0
K-pop singer Bain of Just B comes out during US concert,"K-pop group Just B's member Bain has revealed to fans he is ""proud to be part of the LGBT community"" -  a rare move in an industry known for its tight control over artists' behaviour, where stars typically keep details of their personal lives private, particularly relationships.",24-04-2025,0
Australian politician fined for supplying cocaine,"An Australian politician has been convicted of supplying drugs after he initially dismissed a video showing him snorting a white substance as a ""deepfake"".",24-04-2025,0
Jordan bans Muslim Brotherhood after arrests over attack plots,Jordan's government has banned the Muslim Brotherhood a week after it said members of the Islamist group had been arrested on suspicion of planning rocket and drone attacks.,24-04-2025,0
ANC U-turn over tax that threatened South Africa's government,The party of South Africa's President Cyril Ramaphosa has reversed a controversial proposed value-added-tax (VAT) rise that had threatened the country's coalition government.,24-04-2025,0
Could this be the end of the road for Tanzania's great survivor?,"Shot 16 times in an assassination attempt in 2017, Tindu Lissu is the great survivor of Tanzanian politics - and one of its most persecuted politicians.",24-04-2025,0
Who will be the next pope? Key candidates in an unpredictable process,Who will be the next pope? The decision could have a profound impact on the Catholic Church and the world's 1.4 billion baptised Roman Catholics.,24-04-2025,0
BBC reporter asks Trump how Canada's election could influence tariffs,"After signing executive orders on Wednesday, US President Donald Trump answered a question from BBC reporter Bernd Debusmann on the Canadian election and whether the outcome would influence tariffs negotiations.",24-04-2025,0
Harry and Meghan call for stronger social media protections for children,"The Duke and Duchess of Sussex are calling for stronger protections for children from the dangers of social media, saying ""enough is not being done"".",24-04-2025,0
Deadly Kashmir attack risks India military escalation against Pakistan,Tuesday's bloodshed in Pahalgam - where at least 26 tourists were killed in a hail of gunfire - marks the deadliest militant attack in Indian-administered Kashmir since 2019.,24-04-2025,0
Anti-Hamas protests on rise in Gaza as group's iron grip slips,"""Out! Out! Out!""",24-04-2025,0
Why Zelensky can't and won't give up Crimea,"Vladimir Putin initially denied having anything to do with Russia's capture of Crimea in February 2014, when mysterious masked commandos in unidentified green uniforms seized the local parliament and fanned out across the peninsula.",24-04-2025,0
South Africa and Ukraine woo each other - as relationships with Trump turn sour,"Ukraine's President Volodymyr Zelensky has ended an historic visit to South Africa, signalling a dramatic improvement in the once-strained relations between the two nations.",24-04-2025,0
'Uneasy calm' in Indian-administered Kashmir a day after tourist killings,Twenty-six people have died and several others have been injured after gunmen opened fire on a group of domestic tourists visiting a popular beauty spot in Indian-administered Kashmir on Tuesday.,24-04-2025,0
Five cards China holds in a trade war with the US,A trade war between the world's two biggest economies is now in full swing.,24-04-2025,0
Patriotism surges in Quebec as Trump rattles Canada,"In Quebec, the issue of independence from Canada has long simmered. But faced with US tariffs and President Donald Trump's comments about making Canada the 51st US state, many voters are now seeking unity.",24-04-2025,0
Where not walking your dog can land you in the doghouse,"In India, you can face criminal charges for tethering an animal on the street, flying a kite in a manner that causes alarm,skipping a school attendance order or handing a feeding bottle to a mother who can't breastfeed.",24-04-2025,0
Why RFK Jr wants American cereal to be more Canadian,"US Health Secretary Robert F Kennedy Jr on Tuesday announced the US would ban eight commonly used artificial food dyes. Two petroleum-based synthetic dyes would be phased out in the coming weeks, and others by the end of 2026.",24-04-2025,0
Shein and Temu tax-free parcels rule under review,"Major retailers have welcomed the government's review of a rule that allows small parcels to enter the UK duty-free, saying it gives overseas firms such as Shein and Temu an unfair advantage over British businesses.",24-04-2025,0
UK edges towards youth visa deal with EU,"The government is no longer ruling out a youth visa deal with the EU, ahead of a summit next month to ""reset"" relations after Brexit.",24-04-2025,0
China warns nations against 'appeasing' US in trade deals,"China has warned it will hit back at countries that make deals with the US that hurt Beijing's interests, as the trade war between the world's two biggest economies threatens to drag in other nations.",24-04-2025,0
UK could lower US car tariffs in push for trade deal,Chancellor Rachel Reeves has signalled the UK could lower tariffs on US car imports as she tries to broker a trade deal with the Trump administration.,24-04-2025,0
"Opportunity for big US-China trade deal, says Bessent","There is an opportunity for a ""big deal"" between the US and China on trade, America's Treasury Secretary Scott Bessent has said.",24-04-2025,0
ChatGPT-maker wants to buy Google Chrome,"ChatGPT-maker OpenAI would be interested in buying Chrome, the world's most popular browser, if Google was forced to sell it.",24-04-2025,0
Vance calls for stronger India-US relations as trade talks progress,"India and the US need to work together successfully for a ""prosperous and peaceful"" 21st Century, US Vice-President JD Vance said in a speech calling for closer ties between the countries across sectors.",24-04-2025,0
US stocks and dollar plunge as Trump attacks Fed chair Powell,"US stocks and the dollar plunged again as President Donald Trump intensified his attacks on the US central bank boss calling him ""a major loser"" for not lowering interest rates.",24-04-2025,0
China sends Boeing planes back to US over tariffs,"China has sent back planes it ordered from the US in its latest retaliation over Trump tariffs, the boss of aircraft maker Boeing has said.",24-04-2025,0
Nissan boss says building cars in UK too expensive,"A senior Nissan boss has warned that the UK is ""not a competitive place to be building cars"".",24-04-2025,0
Pressure builds on UK finances as Reeves pushes for US trade deal,"The government borrowed more than expected last year, placing more pressure on the public finances ahead of the full impact of US tariffs being felt on the UK economy.",24-04-2025,0
"US FTC sues Uber, alleging deceptive subscription practices","The US Federal Trade Commission has filed a lawsuit against Uber, alleging the ride hailing and delivery company engaged in deceptive billing and cancellation practices.",24-04-2025,0
Trump hints at softening China tariffs and says no plan to sack Fed boss,US President Donald Trump has appeared to soften his recent comments on China and the head of the US Federal Reserve after recent clashes as he pursues his economic agenda.,24-04-2025,0
"US sets tariffs of up to 3,521% on South East Asia solar panels","The US Commerce Department has announced plans to impose tariffs of up to 3,521% on imports of solar panels from four South East Asian countries.",24-04-2025,0
Firms say Meta not helping them to recover hacked accounts,"When wedding dress designer Catherine Deane saw her company's Instagram account get hacked, she says it was ""devastating"".",24-04-2025,0
Why should I care if the US dollar falls?,The US dollar has seen big declines in recent months.,24-04-2025,0
A dozen US states sue to halt Trump's tariffs,A dozen US states have joined together on a lawsuit aiming to block President Donald Trump's spate of tariffs that have upended global trade.,24-04-2025,0
Musk to reduce Doge role after Tesla profits plunge,"Tesla boss Elon Musk has pledged to ""significantly"" cut back his role in the US government after the electric car firm reported a huge drop in profit and sales for the start of this year.",24-04-2025,0
The record-breaking tunnel being built from Denmark to Germany,"A record-breaking tunnel is being built under the Baltic Sea between Denmark and Germany, which will slash travel times and improve Scandinavia's links with the rest of Europe.",24-04-2025,0
Global growth forecast slashed by IMF over tariff impact,The forecast for US economic growth for this year has been given the biggest downgrade among advanced economies by the International Monetary Fund (IMF) due to uncertainty caused by trade tariffs.,24-04-2025,0
Why the IMF is worried about the economy - three things to know,"The International Monetary Fund has reported that the US economy will experience slower economic growth and higher prices, in part due to US President Donald Trump's global tariffs.",24-04-2025,0
Apple and Meta attack 'unfair' €700m EU fines,The European Union has ordered Apple and Meta to pay a combined €700m (£599m) in the first fines it has issued under legislation intended to curb the power of big tech.,24-04-2025,0
Pupils studying esports in Scottish Borders school,"Selkirk High School in the Scottish Borders has introduced an esports qualification, that seven pupils are planning to take.",24-04-2025,0
How you can see a 'smiley face' in the night sky,Check if the skies are clear where you live.,24-04-2025,0
Elon Musk's gesture at Trump rally draws scrutiny,Elon Musk's appearance at a Trump rally this afternoon is garnering significant attention online over a one-armed gesture.,24-04-2025,0
What the Online Safety Act is - and how to keep children safe online,Tech firms will have to do more to protect young people from harmful content under new safety measures announced by the media regulator.,24-04-2025,0
"Overhaul algorithms and age checks or face fines, tech firms told","Websites will have to change the algorithms that recommend content to young people and introduce beefed-up age checks or face big fines, the UK media regulator has confirmed.",24-04-2025,0
Watch: A real-life flying car takes to the skies,An aeronautical company in the US has released footage showing a concept version of its flying car performing a vertical take-off before flying over an SUV.,24-04-2025,0
Watch DeepSeek AI bot respond to question about China,"An AI-powered chatbot by the Chinese company DeepSeek has quickly become the most downloaded free app on Apple's store, following its January release in the US.",24-04-2025,0
Bereaved parents demand tech firms 'protect children',A group of British parents who believe social media played a part in the death of their children have travelled to the US to demand better online safety protections for children.,24-04-2025,0
'My peanut allergy nearly killed me - now I eat them every day for breakfast',"Chris Brookes-Smith, 28, used to live in fear of dying from eating even the smallest trace of peanut.",24-04-2025,0
BBC's AI correspondent explains why DeepSeek has caused shockwaves,"Chinese AI bot DeepSeek has disrupted the stock market, with US President Donald Trump calling its rise ""a wake-up call"" for the US tech industry.",24-04-2025,0
"Instagram still posing serious risks to children, campaigners say","Young Instagram users could still be exposed to ""serious risks"" even if they use new Teen Accounts brought in to provide more protection and control, research by campaigners suggests.",24-04-2025,0
Jesse Eisenberg scorns association with Zuckerberg,"Actor Jesse Eisenberg has said he ""doesn't want to think of himself as associated"" with Mark Zuckerberg, who he played in the 2010 film The Social Network.",24-04-2025,0
WhatsApp defends 'optional' AI tool that cannot be turned off,"WhatsApp says its new AI feature embedded in the messaging service is ""entirely optional"" - despite the fact it cannot be removed from the app.",24-04-2025,0
How Karen Dunbar helped craft her Bafta-winning video game character,Scottish actor and comedian Karen Dunbar has won a Bafta for her performance in a video game.,24-04-2025,0
University hopes AI expertise can stimulate growth,University of Essex academics are hoping their expertise on artificial intelligence (AI) can stimulate growth across the UK.,24-04-2025,0
Netflix's Wednesday gets launch date and new characters,"The first trailer for the second season of Wednesday - the most watched show in Netflix's history - has given fans the first glimpses of Joanna Lumley and Steve Buscemi in their new roles, alongside a host of returning favourites.",24-04-2025,0
Lola Young leads nominations for top songwriting awards,"Pop singer-songwriter Lola Young leads the nominations for this year's prestigious Ivor Novello Awards, with Charli XCX, Ghetts and Jade among the other stars in contention.",24-04-2025,0
'We'll do Paddington proud' - Tom Fletcher reveals details of musical,"McFly star Tom Fletcher has said he felt ""overwhelming excitement"" working on the new Paddington stage musical, which producers have confirmed will open in November.",24-04-2025,0
Flintoff 'thought he had died' in Top Gear crash,"Andrew Flintoff has given his first account of the car crash he was in while filming Top Gear, saying he thought he ""was dead"" in the immediate aftermath.",24-04-2025,0
Child with Down's syndrome finds success in modelling,The parents of a seven-year-old boy who has Down's syndrome say his modelling success shows how children with the condition can do anything.,24-04-2025,0
Hunt for hidden books to mark World Book Night,Books have been hidden across East Yorkshire as part of a treasure hunt to mark World Book Night.,24-04-2025,0
What you need to know about the Glastonbury resale,A limited amount of Glastonbury Festival 2025 tickets will go on resale on Thursday and Sunday.,24-04-2025,0
Race Across the World strengthens sisterly bond,Two sisters competing in Race Across the World have said taking part in the tough contest has strengthened their sisterly bond.,24-04-2025,0
Kirsty Wark to receive prestigious Bafta fellowship,"Presenter and journalist Kirsty Wark is to receive the Bafta fellowship, the British Academy's highest honour.",24-04-2025,0
Hundreds queue as fashion giant opens in city,Hundreds of shoppers have been queuing outside Uniqlo's new store in Liverpool as the Japanese clothing giant officially threw open its doors in the city.,24-04-2025,0
"Musical talent nurtured through £30,000 project","Aspiring musicians in Wolverhampton will be able to get help from industry experts to develop their skills thanks to a £30,000 grant.",24-04-2025,0
Everyone wants to 'hang' with Alan Carr,Watch the full episode on BBC iPlayer.,24-04-2025,0
Race Across the World 'much harder than expected',"A man who took part in the latest series of Race Across the World with his mother said the experience was ""much harder than we thought it would be"".",24-04-2025,0
Moray West offshore wind farm to be switched on,An offshore wind farm said to be capable of powering half of Scotland's homes is due to become fully operational later.,24-04-2025,0
UK investigating claims green fuel contains virgin palm oil,"The UK government is investigating a fast-growing ""green fuel"" called HVO diesel amid claims of significant fraud, the BBC has learned.",24-04-2025,0
Scottish government drops target to cut car use by 20%,The Scottish government is dropping a key climate change target to cut car use in Scotland by 20% by the end of the decade.,24-04-2025,0
Project to suck carbon out of sea begins in UK,A ground-breaking project to suck carbon out of the sea has started operating on England's south coast.,24-04-2025,0
Carbon net zero hotel 'better than original dream',A new hotel in Devon is claiming to be one the most environmentally-friendly new-build constructions in Europe.,24-04-2025,0
Miliband urges global cooperation amid energy 'challenges',Energy Secretary Ed Miliband has called for countries to cooperate to reduce the risk to global energy supplies.,24-04-2025,0
"If the UK has more renewable energy, why aren't bills coming down?","Energy bills rose by 6% for a typical family in April,following an announcement from the regulator Ofgem.",24-04-2025,0
Would you travel the world with your ex?,Watch the full episode on BBC iPlayer.,24-04-2025,0
Aurigny aircraft damaged after 'tail strike',"An Aurigny aircraft has been taken out of service following a ""tail strike"", a spokesperson for the airline has said.",24-04-2025,0
Documentary to reveal unseen 'hover train' footage,"A new documentary film will feature previously unseen footage of the testing of an ill-fated prototype ""hover train"".",24-04-2025,0
Tracey Emin love letter to light up Turner gallery,A projection of a poem by artist Tracey Emin is set to light up the Turner Contemporary to mark the 250th birthday of the gallery's namesake.,24-04-2025,0
New exhibit to explore lost treasures of cathedral,An exhibition inspired by objects taken from Lincoln Cathedral during the English Reformation is to open next month.,24-04-2025,0
Musical brings cult classic Restless Natives to the stage,"An all-singing, all-dancing stage version of Restless Natives is aiming to introduce the cult film classic to a new audience.",24-04-2025,0
Beverley Knight excited at return to home stage,Beverley Knight says she is excited to be returning to the hometown theatre where she last performed 40 years ago on her stage debut.,24-04-2025,0
'Extraordinary world-views': Turner Prize nominees revealed,"A learning disabled artist, a former Iraqi refugee and one of the youngest ever nominees are among the artists shortlisted for this year's Turner Prize.",24-04-2025,0
A glimpse at Picasso and Pollock masterpieces kept in Tehran vault,It has been dubbed one of the world's rarest treasure troves of art but few people outside its host country know about it.,24-04-2025,0
Welsh National Opera musicians accept jobs deal,Musicians at the Welsh National Opera orchestra have accepted a new agreement following a year of negotiations and industrial action.,24-04-2025,0
Waking up with a Banksy on your wall: The differing fortunes of two homeowners,Sam was lying in bed one morning when her tenant in a house she owned in Margate sent her a photo of a piece of graffiti that had appeared on the wall outside.,24-04-2025,0
"Health of Brazil's ex-president Bolsonaro has worsened, doctors say","The health of Brazil's former president Jair Bolsonaro has worsened after intestinal surgery earlier this month, according to his medical team.",25-04-2025,0
Company bosses warn over tariffs impact,Top executives at well-known US firms are warning about the impact that tariffs are having on their companies and the wider economy.,25-04-2025,0
'Don't let it be your best friend that dies from methanol poisoning',The best friend of a woman who died from methanol poisoning on holiday has called on the government to do more to educate teenagers in schools about the dangers of drinking alcohol abroad.,25-04-2025,0
Rwandan beekeeper arrested in US over genocide charges,A Rwandan beekeeper living in the US has been arrested over his alleged involvement in the 1994 genocide in his country.,25-04-2025,0
TikTok astrologer arrested for predicting new Myanmar quake,Myanmar authorities have arrested an astrologer for causing panic by predicting a new earthquake in a viral TikTok video.,25-04-2025,0
"Trump deep sea mining order violates law, China says",Donald Trump has signed a controversial executive order aimed at stepping up deep-sea mining within US and in international waters.,25-04-2025,0
Reeves: There is a deal to be done with the US,"Chancellor Rachel Reeves has told the BBC she understands what President Trump wants to address with his tariffs, ahead of talks with her US counterpart in Washington on Friday.",25-04-2025,0
'I'm alive but three in my group didn't make it' - Kashmir attack survivor,Tourists who were in Indian-administered Kashmir when a deadly shooting attack on tourists took place on Tuesday are now returning to their homes.,25-04-2025,0
California passes Japan as fourth largest economy,"California's economy has overtaken that of the country of Japan, making the US state the fourth largest global economic force.",25-04-2025,0
China shares rare Moon rocks with US despite trade war,"China will let scientists from six countries, including the US, examine the rocks it collected from the Moon - a scientific collaboration that comes as the two countries remain locked in a bitter trade war.",25-04-2025,0
'Something different in the air' as hushed Rome reckons with Pope's death,The seat at the Vatican had been vacant for two days when a group of grey-clad nuns stood on St Peter's Square and started to sing.,25-04-2025,0
Mass food poisonings cast shadow over Indonesia's free school meals,Indonesia is on an ambitious mission to offer free meals to 80 million school children - but that hasn't exactly gone according to plan.,25-04-2025,0
Prosecutors to seek death penalty for Mangione as he heads to court,"US federal prosecutors have filed a formal notice seeking the death penalty for Luigi Mangione, the man accused of shooting dead a healthcare boss  in New York.",25-04-2025,0
Katty Kay: Joe Manchin has a tough message for Democrats on Trump,"Three months into Donald Trump's second term, Democrats are struggling with how to counter the White House juggernaut.",25-04-2025,0
More than 20 killed after gunmen open fire on tourists in Indian-administered Kashmir,"At least two dozen people have been killed after gunmen opened fire on a group of domestic tourists visiting a popular beauty spot in Indian-administered Kashmir, authorities have told the BBC.",25-04-2025,0
What do Canadians really care about (beyond Trump),"The Canadian general election is fast approaching, and while the US-Canada relationship - and President Donald Trump - have overshadowed the short campaign, Canadians also have other concerns.",25-04-2025,0
Israeli military admits its troops killed UN worker in Gaza Strip,"Israel's military has admitted killing a UN worker with tank fire in an incident in the Gaza Strip last month, having previously denied responsibility.",25-04-2025,0
Watch: How previous Popes were laid to rest,"The funeral of Pope Francis will be watched by millions of people across the world, whether they are pilgrims descending on the Vatican City in person or people tuning in at home.",25-04-2025,0
"China has halted rare earth exports, can Australia step up?","Australia's prime minister Anthony Albanese has pledged to invest A$1.2bn (£580m) in a strategic reserve for critical minerals if he wins next month's election, as trade tensions escalate.",25-04-2025,0
"'Very, very toxic': The risk of asbestos in Gaza's rubble",Israel's destructive military campaign in Gaza has released a silent killer: asbestos.,25-04-2025,0
Who will win the race to develop a humanoid robot?,"It's a bright spring morning in Hanover, Germany, and I'm on my way to meet a robot.",25-04-2025,0
"Ukraine may have to temporarily give up land for peace, Kyiv Mayor Klitschko tells BBC","The mayor of Kyiv, Vitali Klitschko, has told the BBC that Ukraine may have to give up land as part of a peace deal with Russia, amid a growing pressure from President Donald Trump to accept territorial concessions.",25-04-2025,0
Thousands march through Auschwitz commemorating liberation,"Thousands of people, including Holocaust survivors, have taken part in the annual ""March of the Living"" through former Nazi concentration camp, Auschwitz-Birkenau.",25-04-2025,0
"Yungblud on keeping fans safe, and his 'shirt off era'","The Netherlands, March 2025. Yungblud is leaving his hotel in Amsterdam when he's approached by a fan in floods of tears.",25-04-2025,0
"Sudanese eating charcoal and leaves to survive, aid agency warns","Sudanese people are eating leaves and charcoal to survive after fleeing an attack on a camp for displaced people near the city of el-Fasher, an aid agency has told the BBC.",25-04-2025,0
Can India really stop river water from flowing into Pakistan?,Will India be able to stop the Indus river and two of its tributaries from flowing into Pakistan?,25-04-2025,0
Warhol print accidentally thrown away by Dutch town hall,"A Dutch town hall has admitted that it ""most likely"" accidentally disposed of 46 artworks, including an Andy Warhol print of the former Dutch queen, during renovation works last year.",25-04-2025,0
Weekly quiz: What kind of bread was crowned Britain's Best Loaf?,"This week saw pilgrims flock to Rome to pay tribute to the late Pope Francis, the US threaten to pull out of Ukraine peace talks, and Prince Louis celebrate his seventh birthday.",25-04-2025,0
UK bans video game controller exports to Russia,The export of video game controllers from the UK to Russia has been banned as they can be repurposed to pilot drones used to launch attacks on Ukraine.,25-04-2025,0
Will Elon Musk really leave Doge and what happens when he does?,Tesla CEO Elon Musk has said he will step back from his role with the Trump administration's cost-cutting team known as Doge.,25-04-2025,0
Reeves suggests UK trade with EU more important than US,"The UK's trade relationship with the EU is arguably ""more important"" than the one it has with the US, the chancellor has told the BBC.",25-04-2025,0
Cyber attack causes further chaos for M&S shoppers,M&S shoppers are facing further frustration at the checkout as the company struggles to recover from a cyber attack.,25-04-2025,0
Smartwatch app accurately tracks drinking habits,A smartwatch app which records people's alcohol consumption could provide a more accurate picture of drinking habits for researchers.,25-04-2025,0
UK scientist given Moon samples from China mission,An academic from the Open University (OU) has been selected as the first UK scientist to carry out research on Moon samples from China's lunar exploration programme.,25-04-2025,0
M&S stops online orders following cyber attack,Marks & Spencer (M&S) says it has stopped taking online orders as the company struggles to recover from a cyber attack.,25-04-2025,0
Trump to meet Atlantic editor who was added to secret Signal chat,President Donald Trump will meet with The Atlantic magazine editor-in-chief who was inadvertently added to a Signal group chat with administration officials discussing air strikes against the Houthi group in Yemen.,25-04-2025,0
Launch party for Dorset Towns of Culture 2025,Dorset's joint Towns of Culture for 2025 are set to begin 12 months of events with a launch party later.,25-04-2025,0
River City stars protest against cancellation at Holyrood,"Scotland's creative industries will suffer a ""massive blow"" unless the BBC reverses a decision to cancel soap opera River City, stars of the show have claimed.",25-04-2025,0
Retired police dog meets actor Tom Hardy,A retired Sussex Police dog has met with the Hollywood star Tom Hardy.,25-04-2025,0
Lego display marks 200 years since Roman discovery,Mythical creatures and animals made of Lego are gracing a museum to celebrate the anniversary of a Roman mosaic's discovery.,25-04-2025,0
Tom Hardy Netflix thriller 'puts Wales on world map',"The team behind Netflix's new action thriller Havoc say it will ""put Wales on the map"" for filmmakers across the world.",25-04-2025,0
When is Sean 'Diddy' Combs' trial and what is he charged with?,"Sean ""Diddy"" Combs, one of the most successful rappers and music moguls in the US, is due to go on trial on 5 May.",25-04-2025,0
Volunteers protect thousands of historic books,"A project to protect 6,500 of historic books has been completed after more than 10 years of work by volunteers.",25-04-2025,0
Paltrow eating bread and pasta after 'hardcore' food regime,"Gwyneth Paltrow said she has returned to eating food she previously restricted, including sourdough bread, pasta and cheese, having been on a strict paleo diet for several years.",25-04-2025,0
Mum's pop-up shop aims to make prom affordable,A mother is on mission to make high school proms more affordable after her daughter missed two events due to Covid.,25-04-2025,0
"UK Eurovision act recreate spoof song, as contest looms","The UK's Eurovision hopefuls, Remember Monday, have covered a song from Will Ferrell's cult movie about the contest, as the finals draw closer.",25-04-2025,0
Hotel set to install hundreds of solar panels,Plans to install nearly 900 solar panels in a field next to a hotel in Staffordshire have been given the go-ahead.,25-04-2025,0
Elderly woman on anxiety medication after flooding,"A woman who tried to sell her ""nightmare"" home that has been flooded dozens of times says she has to take anxiety medicine due to stress.",25-04-2025,0
Flood repair work list drawn up by council,"Areas hit hard by flooding last year should be prioritised for prevention work, a council has been told.",25-04-2025,0
Just Stop Oil was policed to extinction - now the movement has gone deeper underground,Listen to Justin read this article,25-04-2025,0
Manx Wildlife Week 'to honour conservation groups',"A week of events is set to take place on the Isle of Man to ""draw attention"" to the valuable work done by Manx conservation groups, one of the programme's organisers has said.",25-04-2025,0
The hunt for glow-in-the-dark caterpillars,Two wildlife charities are recruiting volunteers to help spot glow-in-the-dark caterpillars at night using ultraviolet lights.,25-04-2025,0
